"","Campus","StudyField","Branch","Role","EduLevel","ProgLang","Databases","Platform","WebFramework","Industry","AISearch","AITool","Employment"
"4139","Port Elizabeth Campus","IT","I am a developer by profession","Engineer, site reliability","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C;Go;Python","Dynamodb;Elasticsearch;PostgreSQL","Amazon Web Services (AWS)","jQuery","Manufacturing, Transportation, or Supply Chain","ChatGPT","Whispr AI","Employed, full-time"
"4140","Port Elizabeth Campus","IT","I am a developer by profession","Developer, full-stack","Some college/university study without earning a degree","HTML/CSS;JavaScript;PHP;SQL;TypeScript","MariaDB;MySQL;PostgreSQL;SQLite","Managed Hosting","Angular;Node.js;Symfony;WordPress","Legal Services","ChatGPT","Codeium;Synk Code;Whispr AI","Employed, part-time"
"4141","Nelspruit Campus","Computer Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;Dart;HTML/CSS;JavaScript;Objective-C;PowerShell;Python;SQL;TypeScript","Cassandra;Cosmos DB;Microsoft SQL Server;MySQL;Redis;SQLite","Cloudflare;Managed Hosting;Microsoft Azure","Angular;ASP.NET;ASP.NET CORE;jQuery;WordPress","Retail and Consumer Services","ChatGPT;Google Bard AI","AWS CodeWhisperer","Employed, full-time"
"4142","Nelspruit Campus","Data Science","I am a developer by profession","Project manager","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","JavaScript","MariaDB;Microsoft SQL Server;Oracle","Amazon Web Services (AWS);Microsoft Azure;OVH","Express;Node.js;Vue.js","Advertising Services","ChatGPT","AWS CodeWhisperer;Mintlify;Replit Ghostwriter;Synk Code;Tabnine","Employed, full-time"
"4143","Nelspruit Campus","Data Science","I am learning to code","Data scientist or machine learning specialist","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Ada;C++;HTML/CSS;JavaScript;PHP;Python;SQL","Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;Redis;SQLite","Digital Ocean;Firebase;Heroku","Django;FastAPI;React","Information Services, IT, Software Development, or other Technology","ChatGPT;Google Bard AI","AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine;Whispr AI","Not employed, but looking for work"
"4144","Port Elizabeth Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);JavaScript;Python","PostgreSQL","Amazon Web Services (AWS);Cloudflare;Digital Ocean;Google Cloud;Linode, now Akamai","Django;FastAPI;React","Advertising Services","Bing AI;ChatGPT;Google Bard AI","GitHub Copilot;Synk Code","Independent contractor, freelancer, or self-employed"
"4145","Port Elizabeth Campus","IT","I am a developer by profession","Security professional","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);C;C#;C++;Dart;Go;HTML/CSS;Java;JavaScript;Kotlin;Python;Rust;SQL;TypeScript","Couch DB;Elasticsearch;InfluxDB;MariaDB;MongoDB;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Digital Ocean;Fly.io","Django;FastAPI;Flask;Vue.js","Information Services, IT, Software Development, or other Technology","Bing AI;ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine","Student, full-time;Employed, part-time"
"4146","Durban Campus","IT","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;Python;Visual Basic (.Net)","Dynamodb;Elasticsearch;MongoDB;PostgreSQL;SQLite","Amazon Web Services (AWS);Heroku;Microsoft Azure","FastAPI","Healthcare","ChatGPT","Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine","Employed, full-time"
"4147","Port Elizabeth Campus","IT","I am not primarily a developer, but I write code sometimes as part of my work/studies","Project manager","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;Dart;HTML/CSS;SQL","Microsoft SQL Server","Microsoft Azure","Angular;ASP.NET;ASP.NET CORE","Legal Services","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify","Employed, full-time"
"4148","Durban Campus","Data Science","I am a developer by profession","Designer","Professional degree (JD, MD, Ph.D, Ed.D, etc.)","HTML/CSS;JavaScript","MySQL","Digital Ocean","WordPress","Information Services, IT, Software Development, or other Technology","ChatGPT;Google Bard AI","AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Tabnine;Whispr AI","Employed, full-time;Independent contractor, freelancer, or self-employed"
"4149","Nelspruit Campus","Data Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Dart;Go;HTML/CSS;JavaScript;Python;SQL","Elasticsearch;MongoDB;MySQL;PostgreSQL;Redis;SQLite","Linode, now Akamai;Render","Django;FastAPI;Flask","Financial Services","Bing AI;ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Synk Code;Tabnine","Independent contractor, freelancer, or self-employed"
"4150","Pretoria Campus","Computer Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C#;HTML/CSS;JavaScript;TypeScript","Microsoft SQL Server;PostgreSQL;RavenDB;Redis;Supabase","Amazon Web Services (AWS);Firebase;Microsoft Azure;Netlify","Angular;ASP.NET;ASP.NET CORE;Blazor;Next.js;React","Information Services, IT, Software Development, or other Technology","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Tabnine","Independent contractor, freelancer, or self-employed"
"4151","Port Elizabeth Campus","IT","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","HTML/CSS;Python;Rust;SQL;TypeScript","PostgreSQL;Redis","Microsoft Azure;Vercel","FastAPI;Next.js;React","Other","ChatGPT","GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI;Tabnine","Employed, full-time"
"4152","Pretoria Campus","IT","I am a developer by profession","Developer, front-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;Java;Python;TypeScript","Firebase Realtime Database;MongoDB","Amazon Web Services (AWS);Firebase;Heroku","Angular;Spring Boot","Manufacturing, Transportation, or Supply Chain","ChatGPT","Codeium","Employed, full-time;Independent contractor, freelancer, or self-employed"
"4153","Nelspruit Campus","Computer Science","I am learning to code","Student","Some college/university study without earning a degree","HTML/CSS;Java;JavaScript;Python;SQL;TypeScript","MariaDB;MongoDB;PostgreSQL;Redis","Heroku","Express;Node.js;React","Manufacturing, Transportation, or Supply Chain","ChatGPT;Google Bard AI","AWS CodeWhisperer;GitHub Copilot;Tabnine;Whispr AI","Not employed, but looking for work;Student, full-time"
"4154","Pretoria Campus","Computer Science","I am a developer by profession","Data scientist or machine learning specialist","Some college/university study without earning a degree","Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;Ruby;SQL","Elasticsearch;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Google Cloud;Heroku","Django;FastAPI;Flask;jQuery;React;Ruby on Rails","Higher Education","ChatGPT","Adrenaline;Mintlify;Rubber Duck.AI","Independent contractor, freelancer, or self-employed;Student, full-time;Employed, part-time"
"4155","Port Elizabeth Campus","IT","I am learning to code","Designer","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Clojure;HTML/CSS;JavaScript;Python","Datomic;MySQL;PostgreSQL;Redis;SQLite","Cloudflare","React","Manufacturing, Transportation, or Supply Chain","Bing AI;ChatGPT;Google Bard AI;Perplexity AI","AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Tabnine","Employed, full-time"
"4156","Durban Campus","IT","I am a developer by profession","Data scientist or machine learning specialist","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);HTML/CSS;Python;SQL","Cassandra;Clickhouse;Elasticsearch;PostgreSQL;Redis;Solr","Amazon Web Services (AWS)","FastAPI","Manufacturing, Transportation, or Supply Chain","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Mintlify;Tabnine","Employed, full-time"
"4157","Nelspruit Campus","IT","I code primarily as a hobby","Educator","Some college/university study without earning a degree","Assembly;C;C#;HTML/CSS;Java;JavaScript;Julia;MATLAB;Python;R;Rust;SQL;TypeScript","PostgreSQL","IBM Cloud Or Watson;Vercel","Next.js;React","Oil & Gas","ChatGPT","Adrenaline;AWS CodeWhisperer;Codeium;Mintlify;Rubber Duck.AI;Synk Code;Tabnine","Employed, full-time;Student, full-time"
"4158","Port Elizabeth Campus","IT","I am a developer by profession","System administrator","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Go;Python;Rust;SQL","MariaDB;MongoDB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Fly.io","FastAPI;Flask","Legal Services","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Synk Code","Independent contractor, freelancer, or self-employed"
"4159","Pretoria Campus","Data Science","I am a developer by profession","Developer, full-stack","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Dart;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript","Cloud Firestore;Firebase Realtime Database;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite","Firebase;Google Cloud;Netlify;Vercel","Express;FastAPI;Flask;Next.js;Node.js;Nuxt.js;React;Vue.js","Other","ChatGPT","GitHub Copilot;Tabnine;Whispr AI","Employed, full-time"
"4160","Nelspruit Campus","Computer Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;Go;HTML/CSS;JavaScript;SQL","Microsoft SQL Server;MongoDB;PostgreSQL;Redis;SQLite","Google Cloud","ASP.NET CORE;Blazor","Insurance","Bing AI;ChatGPT","Codeium;GitHub Copilot;Synk Code","Employed, full-time"
"4161","Port Elizabeth Campus","IT","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C#;Python","MySQL;PostgreSQL;SQLite","Heroku","ASP.NET CORE;Django","Financial Services","ChatGPT","AWS CodeWhisperer;GitHub Copilot","Independent contractor, freelancer, or self-employed;Employed, part-time"
"4162","Durban Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Elixir;HTML/CSS;JavaScript;Python;SQL;TypeScript","Elasticsearch;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS)","Django;Flask;jQuery;React","Insurance","ChatGPT","GitHub Copilot;Synk Code;Tabnine;Whispr AI","Employed, full-time"
"4163","Durban Campus","IT","I am a developer by profession","Developer, front-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","HTML/CSS;JavaScript;PHP;Ruby;SQL","Microsoft SQL Server;Oracle","Heroku;Microsoft Azure","React","Financial Services","Bing AI;ChatGPT;WolframAlpha","GitHub Copilot;Rubber Duck.AI","Employed, full-time"
"4164","Nelspruit Campus","Data Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Go;HTML/CSS;JavaScript;SQL","PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Google Cloud;Microsoft Azure","FastAPI;jQuery","Legal Services","Bing AI;ChatGPT;Google Bard AI","Adrenaline;AWS CodeWhisperer;GitHub Copilot","Employed, full-time"
"4165","Pretoria Campus","Computer Science","I am not primarily a developer, but I write code sometimes as part of my work/studies","Engineering manager","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","C;Dart;HTML/CSS;JavaScript;MATLAB;Python","Cloud Firestore;MySQL","Firebase","FastAPI;jQuery;Vue.js;WordPress","Healthcare","ChatGPT","Adrenaline;GitHub Copilot;Synk Code","Employed, full-time"
"4166","Pretoria Campus","IT","I am a developer by profession","Engineering manager","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","HTML/CSS;JavaScript;Ruby;SQL","PostgreSQL;Redis","Amazon Web Services (AWS);Cloudflare;Heroku","Ruby on Rails","Other","ChatGPT","GitHub Copilot;Rubber Duck.AI","Employed, full-time"
"4167","Durban Campus","Data Science","I am a developer by profession","Developer, back-end","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Ruby","PostgreSQL;Redis","Amazon Web Services (AWS);Netlify","Ruby on Rails","Legal Services","ChatGPT","GitHub Copilot;Replit Ghostwriter","Employed, full-time"
"4168","Nelspruit Campus","Data Science","I am a developer by profession","Engineering manager","Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","C;C++;Dart;GDScript;Go;JavaScript;PHP;Rust","Clickhouse;Couch DB;MySQL;PostgreSQL;Redis;SQLite","Amazon Web Services (AWS);Cloudflare;Fly.io;Hetzner;OVH;Scaleway","Express;FastAPI;Fastify;Laravel;Next.js;Nuxt.js;WordPress","Financial Services","Bing AI;ChatGPT","Adrenaline;AWS CodeWhisperer;Codeium;Replit Ghostwriter;Synk Code;Tabnine;Whispr AI","Employed, full-time"
"4169","Durban Campus","Computer Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","HTML/CSS;JavaScript;TypeScript","Cloud Firestore;MongoDB;PostgreSQL;Supabase","Amazon Web Services (AWS);Firebase;Heroku;Netlify;Vercel","Express;Next.js;Node.js;React","Retail and Consumer Services","ChatGPT;Google Bard AI","GitHub Copilot;Replit Ghostwriter","Employed, full-time"
"4170","Nelspruit Campus","IT","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","JavaScript;Python","MongoDB;Neo4J;PostgreSQL","Amazon Web Services (AWS);Microsoft Azure","Django;Express;FastAPI;Flask;Node.js","Oil & Gas","ChatGPT;WolframAlpha","AWS CodeWhisperer;Synk Code","Employed, full-time"
"4171","Durban Campus","IT","I am a developer by profession","Engineering manager","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Elixir;HTML/CSS;Ruby;SQL;Swift","MySQL;Neo4J;PostgreSQL;Redis","Amazon Web Services (AWS);Fly.io","Phoenix;Ruby on Rails","Information Services, IT, Software Development, or other Technology","Bing AI;ChatGPT","Adrenaline;GitHub Copilot;Rubber Duck.AI","Employed, full-time"
"4172","Port Elizabeth Campus","IT","I am a developer by profession","Data scientist or machine learning specialist","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Python;SQL;Swift","DuckDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite","Microsoft Azure","FastAPI","Healthcare","ChatGPT","AWS CodeWhisperer;GitHub Copilot;Replit Ghostwriter;Rubber Duck.AI","Employed, full-time"
"4173","Durban Campus","Data Science","I am a developer by profession","Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","C;C#;C++;Dart;Java;JavaScript;MATLAB;PHP;PowerShell;Python;SQL","Cloud Firestore;Microsoft Access;Microsoft SQL Server;MySQL;SQLite","Amazon Web Services (AWS);Google Cloud","Django;Laravel","Financial Services","ChatGPT","Adrenaline;Mintlify;Rubber Duck.AI","Student, full-time;Employed, part-time"
"4174","Nelspruit Campus","Data Science","I am a developer by profession","Developer, back-end","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Elixir;Java","Elasticsearch;PostgreSQL","Amazon Web Services (AWS);Digital Ocean;Google Cloud;Linode, now Akamai","Laravel;Phoenix;Spring Boot","Legal Services","ChatGPT","Replit Ghostwriter;Tabnine","Employed, full-time"
"4175","Nelspruit Campus","Computer Science","I am a developer by profession","Developer, full-stack","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Bash/Shell (all shells);Dart;Go;HTML/CSS;JavaScript;Python;SQL;TypeScript","MongoDB;PostgreSQL;SQLite","Amazon Web Services (AWS);Cloudflare;Hetzner;Managed Hosting;OVH","Angular;Express;Node.js;React","Manufacturing, Transportation, or Supply Chain","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Tabnine;Whispr AI","Employed, full-time;Independent contractor, freelancer, or self-employed"
"4176","Port Elizabeth Campus","Computer Science","I am a developer by profession","Developer, mobile","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Kotlin;Ruby;SQL","PostgreSQL;SQLite","Amazon Web Services (AWS);Heroku","Ruby on Rails","Manufacturing, Transportation, or Supply Chain","ChatGPT","GitHub Copilot;Synk Code;Whispr AI","Employed, full-time;Independent contractor, freelancer, or self-employed"
"4177","Durban Campus","Computer Science","I code primarily as a hobby","Other (please specify):","Some college/university study without earning a degree","Python","MySQL","Amazon Web Services (AWS)","Node.js","Wholesale","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Replit Ghostwriter;Tabnine","Employed, full-time"
"4178","Durban Campus","IT","I am a developer by profession","Engineer, data","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Bash/Shell (all shells);Python;SQL","BigQuery;Cloud Firestore;PostgreSQL","Google Cloud","FastAPI","Oil & Gas","ChatGPT","Adrenaline;AWS CodeWhisperer;Codeium;Mintlify;Rubber Duck.AI;Synk Code;Tabnine","Employed, full-time"
"4179","Nelspruit Campus","Computer Science","I am a developer by profession","Engineering manager","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","Go;Python","PostgreSQL;SQLite","Amazon Web Services (AWS);Cloudflare","FastAPI","Higher Education","ChatGPT","AWS CodeWhisperer;Codeium;GitHub Copilot;Mintlify;Replit Ghostwriter;Tabnine;Whispr AI","Employed, full-time"
"4180","Pretoria Campus","IT","I am not primarily a developer, but I write code sometimes as part of my work/studies","Cloud infrastructure engineer","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)","JavaScript;Python","Dynamodb;MariaDB;MongoDB;MySQL;PostgreSQL","Amazon Web Services (AWS);Cloudflare;Google Cloud;Heroku;OVH","FastAPI","Higher Education","ChatGPT","AWS CodeWhisperer;Mintlify;Replit Ghostwriter;Synk Code;Tabnine","Employed, full-time"
"4181","Nelspruit Campus","Data Science","I am a developer by profession","Engineering manager","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Java;JavaScript;Python;Ruby;SQL","H2;PostgreSQL;Redis","Amazon Web Services (AWS);Digital Ocean","Django;React;Ruby on Rails;Spring Boot","Oil & Gas","ChatGPT","Adrenaline;Codeium;GitHub Copilot","Employed, full-time"
"4182","Port Elizabeth Campus","Computer Science","I am a developer by profession","Developer, back-end","Some college/university study without earning a degree","Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;Rust;SQL;TypeScript","PostgreSQL;SQLite","Amazon Web Services (AWS);Heroku;Netlify","Django;FastAPI","Legal Services","ChatGPT","AWS CodeWhisperer;Replit Ghostwriter","Employed, full-time;Student, part-time"
